id,value
id_92,4.559512165427781
id_93,37.91272482841775
id_94,46.26073505701314
id_95,15.981689599497155
id_96,33.14235883169643
id_97,12.260328342657902
id_98,24.49431060717119
id_99,3.7409183070022696
id_100,18.809821851421578
id_101,28.26918906069143
id_102,13.713074810857542
id_103,15.812903785733685
id_104,23.117094497156128
id_105,39.485761672530614
id_106,30.1486259032254
id_107,7.291158617152718
id_108,7.5657867465829725
id_109,78.69020719494229
id_110,46.92799803366702
id_111,15.552383385938418
id_112,27.604703076930637
id_113,15.284201133865956
id_114,13.926112807644845
id_115,25.045864649724216
id_116,25.45316203635946
id_117,10.0815200864933
id_118,18.229481323782075
id_119,19.279657461550784
id_120,81.17598197812647
id_121,25.420000722624682
id_122,35.34552365514969
id_123,24.529155304697483
id_124,7.968545564980472
id_125,40.50142386524591
id_126,9.835414747207686
id_127,20.54057589240432
id_128,28.866832953581245
id_129,62.97767646738374
id_130,22.05441487043549
id_131,22.844125394350495
id_132,58.80286593962127
id_133,14.83304313760889
id_134,14.208135406425184
id_135,2.224295036388323
id_136,11.95327040772737
id_137,58.38401384957417
id_138,18.90456026814658
id_139,5.934770537412071
id_140,27.26533676080341
id_141,25.497503206817406
id_142,44.29620837607286
id_143,29.827875959755954
id_144,18.03373651425714
id_145,26.022360619390273
id_146,10.80252309647241
id_147,51.370230659900734
id_148,23.014616131564487
id_149,38.56119568883153
id_150,9.531887849730406
id_151,7.405651307027738
id_152,24.41551225143247
id_153,7.439328625379444
id_154,15.986383080077626
id_155,41.300083474171274
id_156,8.704875413392111
id_157,36.98083283493184
id_158,10.140003176639325
id_159,18.47255561350983
id_160,40.93264818878705
id_161,18.215550600130783
id_162,12.581884615742094
id_163,7.4105971164653965
id_164,51.538961366712336
id_165,30.205444112776853
id_166,-0.4641543983087566
id_167,15.392098078027626
id_168,62.77453248187254
id_169,13.954949892584962
id_170,64.51319052525153
id_171,39.51609413526849
id_172,26.06415990814882
id_173,20.098565067629224
id_174,61.194123554658916
id_175,24.910048716698764
id_176,20.91545676399632
id_177,37.598341160059064
id_178,11.716175984287588
id_179,30.44996115281404
id_180,16.847933004527412
id_181,12.317190827408309
id_182,55.16991614124315
id_183,46.330947329021036
id_184,16.79310127655223
id_185,35.25179830016872
id_186,26.63852560801122
id_187,70.64110353513745
id_188,9.808575907231273
id_189,57.266535177565885
id_190,38.19022776983224
id_191,15.963258139461677
id_192,29.17925112682596
id_193,0.3674519375176065
id_194,18.784776377709903
id_195,1.5354294704671907
id_196,33.81406345806812
id_197,10.847740172030258
id_198,19.105589437363705
id_199,61.59581651201465
id_200,23.730558125716268
id_201,23.184557077086428
id_202,64.95027504562114
id_203,11.602472283510686
id_204,9.304531227079652
id_205,11.571816497585989
id_206,8.204593218730096
id_207,2.0066769596330642
id_208,123.67611402676346
id_209,20.058936391165187
id_210,15.388963703208951
id_211,13.940623331117187
id_212,36.84317794242301
id_213,36.09555932715761
id_214,19.5840178120515
id_215,34.07486001221745
id_216,76.81648546275395
id_217,0.6194660921194743
id_218,12.658769370576518
id_219,32.6913152835385
id_220,15.524924716867794
id_221,12.741948842908187
id_222,113.62764735490168
id_223,12.19963478625623
id_224,16.730346804714483
id_225,62.16637684007759
id_226,16.53084477178086
id_227,19.379374708140375
id_228,9.754792141951995
id_229,10.124566841009704
id_230,44.97483188788627
id_231,14.088777428131054
id_232,53.05673295532145
id_233,41.90224692842264
id_234,24.928743648094514
id_235,41.71025758969054
id_236,68.54146553784233
id_237,42.1378791818382
id_238,12.56483207502182
id_239,16.601325953485674
